"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:ER(4.0.1)","KHM.XDC_EUR.PA_RT.A","OBS_VALUE","Cambodia","Domestic currency per Euro","Period average","Annual","Units","4535.111730028127","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDR_XDC.EOP_RT.Q","OBS_VALUE","Cambodia","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0001880604697651174","","","","0.0001813470211546608","","","","0.0001817751140130086","","","","0.0001817302140368343","","","",""
"IMF.STA:ER(4.0.1)","KHM.USD_XDC.EOP_RT.M","OBS_VALUE","Cambodia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.0002484472049689441","0.0002491280518186348","0.0002498750624687656","","0.00024965672200724","0.0002495570362606374","0.0002491715047467172","","0.0002495227876685838","0.0002493765586034913","0.0002492087621800783","","0.0002485975987957932","0.0002493414269560523","0.0002488800398208064",""
"IMF.STA:ER(4.0.1)","KHM.EUR_XDC.EOP_RT.A","OBS_VALUE","Cambodia","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.0002118127998474948","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_EUR.EOP_RT.Q","OBS_VALUE","Cambodia","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","4328.163","","","","4703.5876","","","","4711.31107","","","","4721.15","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_EUR.PA_RT.M","OBS_VALUE","Cambodia","Domestic currency per Euro","Period average","Monthly","Units","","","4175.708307771256","4181.492656250004","4332.397647081416","","4492.99989691667","4518.326036658991","4619.05762857143","","4683.52834816269","4662.3043078341","4704.701351212124","","4678.412111383827","4641.015885670004","4698.619227499998",""
"IMF.STA:ER(4.0.1)","KHM.XDC_XDR.PA_RT.Q","OBS_VALUE","Cambodia","Domestic currency per SDR","Period average","Quarterly","Units","","5275.559027560589","","","","5431.807144211924","","","","5487.810048160408","","","","5473.710526418874","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_XDR.PA_RT.M","OBS_VALUE","Cambodia","Domestic currency per SDR","Period average","Monthly","Units","","","5249.46929687946","5252.343203436354","5325.162017629508","","5401.632512463738","5420.867402737369","5473.171118404757","","5489.419844930891","5475.450909429525","5498.583539404674","","5488.032738921706","5449.28064826447","5483.892082712253",""
"IMF.STA:ER(4.0.1)","KHM.EUR_XDC.PA_RT.M","OBS_VALUE","Cambodia","Euros per domestic currency","Period average","Monthly","Units","","","0.0002394803291549213","0.0002391490508790724","0.0002308190709764753","","0.0002225684449016462","0.000221320903336014","0.0002164943762152795","","0.0002135142409017962","0.000214486214106551","0.0002125533429964389","","0.0002137477366661934","0.0002154700661740213","0.0002128284824927326",""
"IMF.STA:ER(4.0.1)","KHM.XDC_EUR.EOP_RT.M","OBS_VALUE","Cambodia","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","4183.1825","4178.9754","4328.163","","4555.45515","4543.65069","4703.5876","","4587.15619","4674.858","4711.31107","","4647.671601","4638.619479","4721.15",""
"IMF.STA:ER(4.0.1)","KHM.EUR_XDC.EOP_RT.Q","OBS_VALUE","Cambodia","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0002310449028837407","","","","0.0002126036729920795","","","","0.0002122551419641242","","","","0.0002118127998474948","","","",""
"IMF.STA:ER(4.0.1)","KHM.EUR_XDC.PA_RT.A","OBS_VALUE","Cambodia","Euros per domestic currency","Period average","Annual","Units","0.0002205017339217347","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.USD_XDC.PA_RT.A","OBS_VALUE","Cambodia","US Dollar per domestic currency","Period average","Annual","Units","0.0002491632410670277","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_XDR.EOP_RT.Q","OBS_VALUE","Cambodia","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","5317.438594346668","","","","5514.289640010991","","","","5501.303109777918","","","","5502.662313473716","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_EUR.EOP_RT.A","OBS_VALUE","Cambodia","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","4721.15","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_USD.EOP_RT.A","OBS_VALUE","Cambodia","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","4018","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KHM.XDC_USD.PA_RT.A","OBS_VALUE","Cambodia","Domestic currency per US Dollar","Period average","Annual","Units","4013.433104006658","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.EOP_RT.Q","OBS_VALUE","Kenya","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","171.822225883516","","","","177.5684253915911","","","","177.1850909434899","","","","176.6796952034533","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.PA_RT.M","OBS_VALUE","Kenya","Domestic currency per SDR","Period average","Monthly","Units","","","168.4165218989012","169.1161519338443","171.7977310892886","","174.6072664418674","174.9109714833064","176.3739013543762","","176.8783412832131","176.5415926863963","177.2160958313951","","176.322127196616","175.7520560830166","176.4589225230806",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.PA_RT.Q","OBS_VALUE","Kenya","SDR per domestic currency","Period average","Quarterly","Units","","0.005890302257078372","","","","0.005704644508303358","","","","0.005653599580155099","","","","0.005676092048141383","","","",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.EOP_RT.A","OBS_VALUE","Kenya","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.006596877529644842","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.PA_RT.Q","OBS_VALUE","Kenya","US Dollar per domestic currency","Period average","Quarterly","Units","","0.007731394450796789","","","","0.007731270628262855","","","","0.007737526379640532","","","","0.007735004919463129","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.PA_RT.M","OBS_VALUE","Kenya","Domestic currency per US Dollar","Period average","Monthly","Units","","","129.3906","129.302915","129.334805","","129.51350952381","129.268261904762","129.252763157895","","129.2394","129.239333333333","129.242077272727","","129.23872","129.481865","129.126615",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.PA_RT.A","OBS_VALUE","Kenya","Euros per domestic currency","Period average","Annual","Units","0.00684417134202252","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.PA_RT.M","OBS_VALUE","Kenya","Domestic currency per Euro","Period average","Monthly","Units","","","133.9674984054545","134.63666024375","139.7696602434047","","145.2358020124529","145.7893613393425","148.8499440100254","","150.9111616486956","150.3238074285712","151.6297423763013","","150.3102504347827","149.6836255773","151.1906641716428",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.PA_RT.M","OBS_VALUE","Kenya","SDR per domestic currency","Period average","Monthly","Units","","","0.005937659730322006","0.005913095754397161","0.005820798643029046","","0.005727138511345594","0.005717194247562913","0.005669773091829314","","0.005653603447122027","0.00566438755186928","0.005642828295638611","","0.005671437929539635","0.005689833861901731","0.005667041290412511",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.PA_RT.M","OBS_VALUE","Kenya","US Dollar per domestic currency","Period average","Monthly","Units","","","0.007728536694319371","0.007733777695576314","0.007731870782965189","","0.007721202241192902","0.007735850898473029","0.007736778507229291","","0.007737578478389717","0.007737582469733177","0.007737418193068788","","0.007737619190286007","0.007723089252691873","0.007744336827849162",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.PA_RT.Q","OBS_VALUE","Kenya","Domestic currency per US Dollar","Period average","Quarterly","Units","","129.3427733333333","","","","129.3448448621557","","","","129.24027020202","","","","129.2824","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.EOP_RT.M","OBS_VALUE","Kenya","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","168.4922826588645","169.1567400581197","171.822225883516","","175.6173371069473","175.3433150901261","177.5684253915911","","175.1078508947831","176.8830809784699","177.1850909434899","","175.5581304683881","176.3682801907427","176.6796952034533",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.EOP_RT.A","OBS_VALUE","Kenya","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","151.5868675","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.EOP_RT.M","OBS_VALUE","Kenya","Euros per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.007445577986934725","0.007432912087490356","0.007150222139794461","","0.006789751051015644","0.00682374175814678","0.006602289955678273","","0.006760072058701483","0.006637120029520975","0.006590170009992551","","0.006696882878994043","0.006660045780179662","0.006596877529644842",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.EOP_RT.A","OBS_VALUE","Kenya","Domestic currency per SDR","End-of-period (EoP)","Annual","Units","176.6796952034533","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.EOP_RT.Q","OBS_VALUE","Kenya","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.005819968836150064","","","","0.005631631850058382","","","","0.005643815710876784","","","","0.005659959956623552","","","",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.EOP_RT.Q","OBS_VALUE","Kenya","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.007150222139794461","","","","0.006602289955678273","","","","0.006590170009992551","","","","0.006596877529644842","","","",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.PA_RT.Q","OBS_VALUE","Kenya","Euros per domestic currency","Period average","Quarterly","Units","","0.007346850943100384","","","","0.006818882194274725","","","","0.006624104707080806","","","","0.006648522131673535","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.PA_RT.A","OBS_VALUE","Kenya","Domestic currency per SDR","Period average","Annual","Units","174.5078083784567","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.EOP_RT.M","OBS_VALUE","Kenya","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.005934989924877662","0.005911676943268209","0.005819968836150064","","0.005694198627957904","0.005703097374918468","0.005631631850058382","","0.005710766221446399","0.005653451955202654","0.005643815710876784","","0.00569611898538681","0.005669953797352323","0.005659959956623552",""
"IMF.STA:ER(4.0.1)","KEN.EUR_XDC.PA_RT.M","OBS_VALUE","Kenya","Euros per domestic currency","Period average","Monthly","Units","","","0.00746449707505537","0.00742739754677197","0.007154628538543556","","0.006885354617412154","0.006859211061857787","0.006718175184081007","","0.00662641509796266","0.006652306225513655","0.00659501219436414","","0.006652906219685161","0.006680757471922521","0.006614165004690542",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.EOP_RT.M","OBS_VALUE","Kenya","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","129.2292","129.2256","129.3165","","129.5004","129.2417","129.2343","","129.2394","129.2398","129.2404","","129.2394","129.8194","129.0101",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.PA_RT.A","OBS_VALUE","Kenya","Domestic currency per Euro","Period average","Annual","Units","146.1097260759825","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.EOP_RT.Q","OBS_VALUE","Kenya","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","139.85579475","","","","151.4625996","","","","151.74115364","","","","151.5868675","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.EOP_RT.A","OBS_VALUE","Kenya","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","129.0101","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.EOP_RT.M","OBS_VALUE","Kenya","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","134.30790756","134.53677216","139.85579475","","147.28080492","146.54716363","151.4625996","","147.92741724","150.66775884","151.74115364","","149.32320276","150.14911804","151.5868675",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.EOP_RT.A","OBS_VALUE","Kenya","SDR per domestic currency","End-of-period (EoP)","Annual","Units","0.005659959956623552","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.EOP_RT.M","OBS_VALUE","Kenya","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.00773818920182126","0.00773840477428621","0.00773296524418771","","0.007721983870320092","0.007737440779562633","0.007737883828054936","","0.007737578478389717","0.007737554530415553","0.007737518608732254","","0.007737578478389717","0.007703008949355797","0.007751331097332689",""
"IMF.STA:ER(4.0.1)","KEN.XDC_XDR.PA_RT.Q","OBS_VALUE","Kenya","Domestic currency per SDR","Period average","Quarterly","Units","","169.7705748118954","","","","175.2957609443422","","","","176.8784622650206","","","","176.1775516532447","","","",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.EOP_RT.Q","OBS_VALUE","Kenya","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.00773296524418771","","","","0.007737883828054936","","","","0.007737518608732254","","","","0.007751331097332689","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_EUR.PA_RT.Q","OBS_VALUE","Kenya","Domestic currency per Euro","Period average","Quarterly","Units","","136.1127383343915","","","","146.6516023461471","","","","150.9637972556585","","","","150.40936620125","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.EOP_RT.Q","OBS_VALUE","Kenya","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","129.3165","","","","129.2343","","","","129.2404","","","","129.0101","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDR_XDC.PA_RT.A","OBS_VALUE","Kenya","SDR per domestic currency","Period average","Annual","Units","0.005730402606577298","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.PA_RT.A","OBS_VALUE","Kenya","US Dollar per domestic currency","Period average","Annual","Units","0.007733798204968705","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.USD_XDC.EOP_RT.A","OBS_VALUE","Kenya","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.007751331097332689","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KEN.XDC_USD.PA_RT.A","OBS_VALUE","Kenya","Domestic currency per US Dollar","Period average","Annual","Units","129.3025720993772","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","PRY.XDC_EUR.PA_RT.Q","OBS_VALUE","Paraguay","Domestic currency per Euro","Period average","Quarterly","Units","","8332.11169369649","","","","9051.002479178504","","","","8575.032921337118","","","","8074.270512917084","","","",""
"IMF.STA:ER(4.0.1)","AZE.XDC_EUR.PA_RT.Q","OBS_VALUE","Azerbaijan, Republic of","Domestic currency per Euro","Period average","Quarterly","Units","","1.788980158730159","","","","1.927465483870967","","","","1.985746818181817","","","","1.97780921875","","","",""
"IMF.STA:ER(4.0.1)","AZE.XDR_XDC.PA_RT.Q","OBS_VALUE","Azerbaijan, Republic of","SDR per domestic currency","Period average","Quarterly","Units","","0.4481576645306527","","","","0.4340390346589683","","","","0.4298074925607483","","","","0.4316581191791962","","","",""
"IMF.STA:ER(4.0.1)","AZE.XDC_EUR.PA_RT.A","OBS_VALUE","Azerbaijan, Republic of","Domestic currency per Euro","Period average","Annual","Units","1.920971333333335","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","AZE.XDC_EUR.EOP_RT.M","OBS_VALUE","Azerbaijan, Republic of","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","1.76681","1.76987","1.83855","","1.93341","1.92763","1.9924","","1.94582","1.98186","1.99597","","1.96418","1.96622","1.9975",""
"IMF.STA:ER(4.0.1)","AZE.USD_XDC.PA_RT.Q","OBS_VALUE","Azerbaijan, Republic of","US Dollar per domestic currency","Period average","Quarterly","Units","","0.5882352941176471","","","","0.5882352941176471","","","","0.5882352941176471","","","","0.5882352941176471","","","",""
"IMF.STA:ER(4.0.1)","AZE.XDC_USD.PA_RT.A","OBS_VALUE","Azerbaijan, Republic of","Domestic currency per US Dollar","Period average","Annual","Units","1.7","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","SWE.XDC_USD.PA_RT.Q","OBS_VALUE","Sweden","Domestic currency per US Dollar","Period average","Quarterly","Units","","10.68030735930737","","","","9.666020634920633","","","","9.521069816174163","","","","9.415425027605243","","","",""
"IMF.STA:ER(4.0.1)","AZE.EUR_XDC.PA_RT.Q","OBS_VALUE","Azerbaijan, Republic of","Euros per domestic currency","Period average","Quarterly","Units","","0.5589776919101287","","","","0.5188160350304589","","","","0.5035888718762328","","","","0.5056099397858062","","","",""
"IMF.STA:ER(4.0.1)","SWE.XDC_USD.PA_RT.M","OBS_VALUE","Sweden","Domestic currency per US Dollar","Period average","Monthly","Units","","","11.0881863636364","10.80265","10.1500857142857","","9.7892","9.64852380952381","9.56033809523809","","9.59088260869565","9.59589047619048","9.37643636363636","","9.43223913043478","9.508155","9.30588095238095","9.10107619047619"
"IMF.STA:ER(4.0.1)","SWE.XDC_USD.EOP_RT.M","OBS_VALUE","Sweden","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","11.0401","10.7463","10.0314","","9.647","9.5895","9.5107","","9.7479","9.4828","9.417","","9.4556","9.4843","9.2098","8.8267"
"IMF.STA:ER(4.0.1)","AZE.EUR_XDC.PA_RT.A","OBS_VALUE","Azerbaijan, Republic of","Euros per domestic currency","Period average","Annual","Units","0.5205699755366812","","","","","","","","","","","","","","","","",""
